flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-06-23,scheduled,,Yam Island,Australia/Brisbane,XMY,YYMI,,,,2026-06-23T09:30:00+00:00,2026-06-23T09:30:00+00:00,,,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,,2026-06-23T09:39:00+00:00,,,,,,Hinterland Aviation,OI,HND,480,OI480,HND480,,,,,7C0D21,,,,,,,
2026-06-23,scheduled,,Yam Island,Australia/Brisbane,XMY,YYMI,,,,2026-06-23T09:30:00+00:00,2026-06-23T09:30:00+00:00,,,,Warraber Island,Australia/Brisbane,SYU,YWBS,,,,2026-06-23T09:45:00+00:00,,,,,,Hinterland Aviation,OI,HND,641,OI641,HND641,,,,,,,,,,,,
2026-06-23,scheduled,,Blagoveschensk,Asia/Yakutsk,BQS,UHBB,,,71.0,2026-06-23T02:10:00+00:00,2026-06-23T02:10:00+00:00,2026-06-23T03:16:00+00:00,2026-06-23T03:16:00+00:00,2026-06-23T03:16:00+00:00,Petropavlovsk-Kamchatsky,Asia/Kamchatka,PKC,UHPP,,,,2026-06-23T08:15:00+00:00,71.0,2026-06-23T09:26:00+00:00,,,,IrAero,IO,IAE,313,IO313,IAE313,,,,,151FE3,,,,,,,
2026-06-23,scheduled,,Doomadgee,Australia/Brisbane,DMD,YDMG,,,,2026-06-23T10:35:00+00:00,2026-06-23T10:35:00+00:00,,,,Mornington,Australia/Brisbane,ONG,YMTI,,,,2026-06-23T11:15:00+00:00,,,,,,Rex,ZL,RXA,5474,ZL5474,RXA5474,,,,,7C8025,,,,,,,
2026-06-23,scheduled,,Yorke Island,Australia/Brisbane,OKR,YYKI,,,,2026-06-23T08:10:00+00:00,2026-06-23T08:10:00+00:00,,,,Darnley Island,Australia/Brisbane,NLF,YDNI,,,,2026-06-23T08:30:00+00:00,,,,,,Hinterland Aviation,OI,HND,501,OI501,HND501,,,,,,,,,,,,
2026-06-23,scheduled,,Baubau,Asia/Makassar,BUW,WAAB,,,,2026-06-23T10:05:00+00:00,2026-06-23T10:05:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,,,,2026-06-23T11:10:00+00:00,,,,,,Super Air Jet,IU,SJV,573,IU573,SJV573,,,,,,,,,,,,
2026-06-23,scheduled,,Bacolod,Asia/Manila,BCD,RPVB,,,,2026-06-23T09:35:00+00:00,2026-06-23T09:35:00+00:00,,,,Ninoy Aquino International,Asia/Manila,MNL,RPLL,3,,,2026-06-23T11:00:00+00:00,,,,,,Cebu Pacific,5J,CEB,486,5J486,CEB486,,,,,75875E,,,,,,,
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-9,,2026-06-23T10:05:00+00:00,2026-06-23T10:05:00+00:00,,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-06-23T12:50:00+00:00,,,,,,Lucky Air,8L,LKE,9960,8L9960,LKE9960,,,,,780E32,,,,,,,
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-9,,2026-06-23T10:05:00+00:00,2026-06-23T10:05:00+00:00,,,,Kunming,Asia/Shanghai,KMG,ZPPP,,,,2026-06-23T12:50:00+00:00,,,,,,Hainan Airlines,HU,CHH,3110,HU3110,CHH3110,,,,,780E32,,lucky air,8l,lke,9960,8l9960,lke9960
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-9,,2026-06-23T10:00:00+00:00,2026-06-23T10:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-06-23T11:55:00+00:00,,,,,,Tianjin Airlines,GS,GCR,7909,GS7909,GCR7909,,,,,,,,,,,,
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-2,,2026-06-23T09:55:00+00:00,2026-06-23T09:55:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,37,2026-06-23T11:50:00+00:00,,,,,,China Southern Airlines,CZ,CSN,3320,CZ3320,CSN3320,,,,,7814FC,,,,,,,
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-9,,2026-06-23T09:55:00+00:00,2026-06-23T09:55:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,,15,2026-06-23T11:55:00+00:00,,,,,,Grand China Air,CN,GDC,7128,CN7128,GDC7128,,,,,7805A5,,,,,,,
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-9,,2026-06-23T09:55:00+00:00,2026-06-23T09:55:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,,15,2026-06-23T11:55:00+00:00,,,,,,Hainan Airlines,HU,CHH,7128,HU7128,CHH7128,,,,,7805A5,,grand china air,cn,gdc,7128,cn7128,gdc7128
2026-06-23,scheduled,,Anqing,Asia/Shanghai,AQG,ZSAQ,,1-9,,2026-06-23T08:55:00+00:00,2026-06-23T08:55:00+00:00,,,,Fuzhou,Asia/Shanghai,FOC,ZSFZ,,,,2026-06-23T10:40:00+00:00,,,,,,Pan American Airways,PN,PAA,6235,PN6235,PAA6235,,,,,,,,,,,,
2026-06-23,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,48,,2026-06-23T07:45:00+00:00,2026-06-23T07:45:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,,2026-06-23T09:25:00+00:00,,,,,,Loong Air,GJ,CDC,5187,GJ5187,CDC5187,,,,,781279,,chengdu airlines,eu,uea,2439,eu2439,uea2439
2026-06-23,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,48,,2026-06-23T07:45:00+00:00,2026-06-23T07:45:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,,2026-06-23T09:25:00+00:00,,,,,,Tibet Airlines,TV,TBA,5187,TV5187,TBA5187,,,,,781279,,chengdu airlines,eu,uea,2439,eu2439,uea2439
2026-06-23,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-06-23T07:30:00+00:00,2026-06-23T07:30:00+00:00,,,,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,06,2026-06-23T09:55:00+00:00,,,,,,Air France,AF,AFR,4411,AF4411,AFR4411,,,,,780B35,,china eastern airlines,mu,ces,2194,mu2194,ces2194
2026-06-23,scheduled,,Copernicus Airport,Europe/Warsaw,WRO,EPWR,,,,2026-06-23T01:15:00+00:00,2026-06-23T01:15:00+00:00,,,,Marsa Alam International,Africa/Cairo,RMF,HEMA,,,,2026-06-23T05:40:00+00:00,,,,,,Enter Air,E4,ENT,4903,E44903,ENT4903,,,,,48E899,,,,,,,
2026-06-23,scheduled,,Copernicus Airport,Europe/Warsaw,WRO,EPWR,,,,2026-06-23T00:55:00+00:00,2026-06-23T00:55:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-06-23T04:56:00+00:00,,,,,,Pegasus,PC,PGT,6266,PC6266,PGT6266,,,,,4BB84F,,,,,,,
2026-06-23,scheduled,,Cairns,Australia/Brisbane,CNS,YBCS,,,,2026-06-23T06:55:00+00:00,2026-06-23T06:55:00+00:00,,,,Weipa,Australia/Brisbane,WEI,YBWP,,,,2026-06-23T08:04:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C530B,,,,,,,
2026-06-23,scheduled,,Ust-kamenogorsk,Asia/Almaty,UKK,UASK,,,,2026-06-23T04:00:00+00:00,2026-06-23T04:00:00+00:00,,,,Antalya,Europe/Istanbul,AYT,LTAI,,,,2026-06-23T06:53:00+00:00,,,,,,SCAT,DV,VSV,5298,DV5298,VSV5298,,,,,683268,,,,,,,
2026-06-23,scheduled,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,2,D3,,2026-06-23T09:00:00+00:00,2026-06-23T09:00:00+00:00,,,,Kansai International,Asia/Tokyo,KIX,RJBB,1,,7,2026-06-23T12:50:00+00:00,,,,,,Japan Airlines,JL,JTL,5104,JL5104,JTL5104,,,,,8990A9,,china airlines,ci,cal,152,ci152,cal152
2026-06-23,active,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,B7,,2026-06-23T02:40:00+00:00,2026-06-23T02:40:00+00:00,,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,3,151,,2026-06-23T07:00:00+00:00,,,,,,Jetstar,JQ,JST,12,JQ12,JST12,,,,,84CEEF,,,,,,,
2026-06-23,scheduled,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-06-23T08:25:00+00:00,2026-06-23T08:25:00+00:00,,,,,,EWE,WAKG,,,,2026-06-23T09:10:00+00:00,,,,,,Wings Air,IW,WON,1604,IW1604,WON1604,,,,,,,,,,,,
2026-06-23,scheduled,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-06-23T07:25:00+00:00,2026-06-23T07:25:00+00:00,,,,Wamena,Asia/Jayapura,WMX,WAVV,,,,2026-06-23T07:55:00+00:00,,,,,,Trigana Air,IL,TGN,7383,IL7383,TGN7383,,,,,,,,,,,,
2026-06-23,scheduled,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-06-23T09:20:00+00:00,2026-06-23T09:20:00+00:00,,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2026-06-23T10:50:00+00:00,,,,,,Lion Air,JT,LNI,935,JT935,LNI935,,,,,,,,,,,,
2026-06-23,scheduled,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-06-23T09:20:00+00:00,2026-06-23T09:20:00+00:00,,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2026-06-23T10:50:00+00:00,,,,,,Lion Air,JT,LNI,799,JT799,LNI799,,,,,,,,,,,,
2026-06-23,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D35,,2026-06-23T07:00:00+00:00,2026-06-23T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-23T08:15:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8536,SQ8536,SIA8536,,,,,,,scoot,tr,tgw,502,tr502,tgw502
2026-06-23,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D35,,2026-06-23T07:00:00+00:00,2026-06-23T07:00:00+00:00,,,,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,,2026-06-23T08:15:00+00:00,,,,,,Air Canada,AC,ACA,5941,AC5941,ACA5941,,,,,,,scoot,tr,tgw,502,tr502,tgw502
2026-06-23,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C13,,2026-06-23T07:00:00+00:00,2026-06-23T07:00:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,2,,2,2026-06-23T10:40:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8312,SQ8312,SIA8312,,,,,,,scoot,tr,tgw,118,tr118,tgw118
