flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2026-09-02,scheduled,,Launceston,Australia/Hobart,LST,YMLT,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,,,,2026-09-02T07:27:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C530E,,,,,,,
2026-09-02,scheduled,,Coconut Island,Australia/Brisbane,CNC,YCCT,,,,2026-09-02T08:15:00+00:00,2026-09-02T08:15:00+00:00,,2026-09-02T08:15:00+00:00,,Darnley Island,Australia/Brisbane,NLF,YDNI,,,,2026-09-02T08:46:00+00:00,,,,,,empty,,,,,,,,,,7C2A7F,,,,,,,
2026-09-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-09-02T08:00:00+00:00,2026-09-02T08:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,37,2026-09-02T11:10:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4294,CZ4294,CSN4294,,,,,,,xiamen air,mf,cxa,8395,mf8395,cxa8395
2026-09-02,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,46,,2026-09-02T08:40:00+00:00,2026-09-02T08:40:00+00:00,,2026-09-02T08:40:00+00:00,,Taupo,Pacific/Auckland,TUO,NZAP,,,,2026-09-02T09:35:00+00:00,,,,,,Air China,CA,CCA,5977,CA5977,CCA5977,,,,,C81A90,,air new zealand,nz,anz,5091,nz5091,anz5091
2026-09-02,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,46,,2026-09-02T08:40:00+00:00,2026-09-02T08:40:00+00:00,,2026-09-02T08:40:00+00:00,,Taupo,Pacific/Auckland,TUO,NZAP,,,,2026-09-02T09:35:00+00:00,,,,,,Singapore Airlines,SQ,SIA,4430,SQ4430,SIA4430,,,,,C81A90,,air new zealand,nz,anz,5091,nz5091,anz5091
2026-09-02,scheduled,,Auckland International,Pacific/Auckland,AKL,NZAA,D,46,,2026-09-02T08:40:00+00:00,2026-09-02T08:40:00+00:00,,2026-09-02T08:40:00+00:00,,Taupo,Pacific/Auckland,TUO,NZAP,,,,2026-09-02T09:35:00+00:00,,,,,,Air China,CA,CCA,5938,CA5938,CCA5938,,,,,C81A90,,air new zealand,nz,anz,5091,nz5091,anz5091
2026-09-02,scheduled,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-09-02T08:25:00+00:00,2026-09-02T08:25:00+00:00,,,,,,EWE,WAKG,,,,2026-09-02T09:10:00+00:00,,,,,,Wings Air,IW,WON,1604,IW1604,WON1604,,,,,,,,,,,,
2026-09-02,scheduled,,Timika,Asia/Jayapura,TIM,WAYY,,,,2026-09-02T07:25:00+00:00,2026-09-02T07:25:00+00:00,,,,Wamena,Asia/Jayapura,WMX,WAVV,,,,2026-09-02T07:55:00+00:00,,,,,,Trigana Air,IL,TGN,7383,IL7383,TGN7383,,,,,,,,,,,,
2026-09-02,scheduled,,Saumlaki,Asia/Jayapura,SXK,WAPI,,,,2026-09-02T08:50:00+00:00,2026-09-02T08:50:00+00:00,,,,Pattimura,Asia/Jayapura,AMQ,WAPP,,,,2026-09-02T10:30:00+00:00,,,,,,Wings Air,IW,WON,1515,IW1515,WON1515,,,,,,,,,,,,
2026-09-02,scheduled,,Mildura,Australia/Melbourne,MQL,YMIA,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T08:06:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C52FA,,,,,,,
2026-09-02,scheduled,,Armidale,Australia/Sydney,ARM,YARM,,,,2026-09-02T06:35:00+00:00,2026-09-02T06:35:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:30:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7CB063,,,,,,,
2026-09-02,scheduled,,Coffs Harbour,Australia/Sydney,CFS,YCFS,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:28:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C52F9,,,,,,,
2026-09-02,scheduled,,Albury,Australia/Sydney,ABX,YMAY,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:27:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7CB065,,,,,,,
2026-09-02,scheduled,,Dubbo,Australia/Sydney,DBO,YSDU,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:20:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C39FB,,,,,,,
2026-09-02,scheduled,,Port Macquarie,Australia/Sydney,PQQ,YPMQ,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:19:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7CB059,,,,,,,
2026-09-02,scheduled,,Tamworth Regional Airport,Australia/Sydney,TMW,YSTW,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:18:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C39FA,,,,,,,
2026-09-02,scheduled,,Forest Hill,Australia/Sydney,WGA,YSWG,,,,2026-09-02T06:30:00+00:00,2026-09-02T06:30:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:17:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C5301,,,,,,,
2026-09-02,scheduled,,Springhill,Australia/Sydney,OAG,YORG,,,,2026-09-02T06:35:00+00:00,2026-09-02T06:35:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,,,,2026-09-02T07:11:00+00:00,,,,,,QantasLink,,QLK,,,QLK,,,,,7C530A,,,,,,,
2026-09-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E8,,2026-09-02T06:15:00+00:00,2026-09-02T06:15:00+00:00,,2026-09-02T06:15:00+00:00,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,42,,2026-09-02T14:30:00+00:00,,,,,,United Airlines,UA,UAL,7934,UA7934,UAL7934,,,,,,,all nippon airways,nh,ana,802,nh802,ana802
2026-09-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E8,,2026-09-02T06:15:00+00:00,2026-09-02T06:15:00+00:00,,2026-09-02T06:15:00+00:00,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,42,,2026-09-02T14:30:00+00:00,,,,,,Air Canada,AC,ACA,6247,AC6247,ACA6247,,,,,,,all nippon airways,nh,ana,802,nh802,ana802
2026-09-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E8,,2026-09-02T06:15:00+00:00,2026-09-02T06:15:00+00:00,,2026-09-02T06:15:00+00:00,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,42,,2026-09-02T14:30:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5904,SQ5904,SIA5904,,,,,,,all nippon airways,nh,ana,802,nh802,ana802
2026-09-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,F37,,2026-09-02T05:40:00+00:00,2026-09-02T05:40:00+00:00,,2026-09-02T05:40:00+00:00,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,2,C4,3A,2026-09-02T07:40:00+00:00,,,,,,Qantas,QF,QFA,5983,QF5983,QFA5983,,,,,801745,,indigo,6e,igo,1248,6e1248,igo1248
2026-09-02,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C24,,2026-09-02T05:35:00+00:00,2026-09-02T05:35:00+00:00,,2026-09-02T05:35:00+00:00,,Raja Sansi International Airport,Asia/Kolkata,ATQ,VIAR,,,,2026-09-02T09:05:00+00:00,,,,,,Singapore Airlines,SQ,SIA,8302,SQ8302,SIA8302,,,,,,,scoot,tr,tgw,750,tr750,tgw750
