flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,aircraft,flight.codeshared
2026-08-28,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2026-08-28T13:00:00+00:00,2026-08-28T13:00:00+00:00,,2026-08-28T13:20:00+00:00,,Kuwait International,Asia/Kuwait,KWI,OKKK,4,72,,2026-08-28T16:40:00+00:00,,,,,,Turkish Airlines,TK,THY,8584,TK8584,THY8584,kuwait airways,ku,kac,156,ku156,kac156,,,,70605E,,
2026-08-28,scheduled,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,,2026-08-28T18:20:00+00:00,2026-08-28T18:20:00+00:00,,2026-08-28T18:20:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G8,,2026-08-28T21:10:00+00:00,,,,,,Malaysia Airlines,MH,MAS,763,MH763,MAS763,,,,,,,,,,,,
2026-08-28,scheduled,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,A3-A,,2026-08-28T17:20:00+00:00,2026-08-28T17:20:00+00:00,,2026-08-28T17:20:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,P1,,2026-08-28T20:15:00+00:00,,,,,,AirAsia,AK,AXM,169,AK169,AXM169,,,,,,,,,,70E08D,,
2026-08-28,active,,Narita International Airport,Asia/Tokyo,NRT,RJAA,2,63,,2026-08-28T11:25:00+00:00,2026-08-28T11:25:00+00:00,2026-08-28T12:31:00+00:00,2026-08-28T12:31:00+00:00,2026-08-28T12:31:00+00:00,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,C32,,2026-08-28T17:55:00+00:00,,2026-08-28T17:50:00+00:00,,2026-08-28T17:50:00+00:00,,Japan Airlines,JL,JAL,723,JL723,JAL723,,,,,,,,,,86DD4C,,
2026-08-28,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E27,,2026-08-28T16:35:00+00:00,2026-08-28T16:35:00+00:00,,2026-08-28T16:35:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G10,,2026-08-28T17:45:00+00:00,,,,,,Oman Air,WY,OMA,5693,WY5693,OMA5693,malaysia airlines,mh,mas,620,mh620,mas620,,,,,,
2026-08-28,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E27,,2026-08-28T16:35:00+00:00,2026-08-28T16:35:00+00:00,,2026-08-28T16:35:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G10,,2026-08-28T17:45:00+00:00,,,,,,Singapore Airlines,SQ,SIA,5620,SQ5620,SIA5620,malaysia airlines,mh,mas,620,mh620,mas620,,,,,,
2026-08-28,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E27,,2026-08-28T16:35:00+00:00,2026-08-28T16:35:00+00:00,,2026-08-28T16:35:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G10,,2026-08-28T17:45:00+00:00,,,,,,Qatar Airways,QR,QTR,5492,QR5492,QTR5492,malaysia airlines,mh,mas,620,mh620,mas620,,,,,,
2026-08-28,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E27,,2026-08-28T16:35:00+00:00,2026-08-28T16:35:00+00:00,,2026-08-28T16:35:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G10,,2026-08-28T17:45:00+00:00,,,,,,Fly Sky Airlines,FY,FSQ,7334,FY7334,FSQ7334,malaysia airlines,mh,mas,620,mh620,mas620,,,,,,
2026-08-28,scheduled,,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E27,,2026-08-28T16:35:00+00:00,2026-08-28T16:35:00+00:00,,2026-08-28T16:35:00+00:00,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,1,G10,,2026-08-28T17:45:00+00:00,,,,,,Myanmar Airways International,8M,MMA,9518,8M9518,MMA9518,malaysia airlines,mh,mas,620,mh620,mas620,,,,,,
2026-08-28,active,,Polonia,Asia/Jakarta,KNO,WIMM,,B,,2026-08-28T13:50:00+00:00,2026-08-28T13:50:00+00:00,2026-08-28T13:53:00+00:00,2026-08-28T13:53:00+00:00,2026-08-28T13:53:00+00:00,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,Q11,,2026-08-28T15:55:00+00:00,,2026-08-28T15:34:00+00:00,,2026-08-28T15:34:00+00:00,,AirAsia,QZ,AWQ,128,QZ128,AWQ128,,,,,,,,,,8A02CA,,
