flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24
2026-09-07,scheduled,,,Naha,Asia/Tokyo,OKA,ROAH,D,33,,2026-09-07T15:50:00+00:00,2026-09-07T15:50:00+00:00,,2026-09-07T15:50:00+00:00,,Fukuoka,Asia/Tokyo,FUK,RJFF,D,6A,,2026-09-07T17:35:00+00:00,,,,,,EVA Air,BR,EVA,3800,BR3800,EVA3800,all nippon airways,nh,ana,1210,nh1210,ana1210,,,,,
2026-09-07,scheduled,,,Naha,Asia/Tokyo,OKA,ROAH,I,,,2026-09-07T15:50:00+00:00,2026-09-07T15:50:00+00:00,,2026-09-07T15:50:00+00:00,,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,B4,1,2026-09-07T16:25:00+00:00,,,,,,Etihad Airways,EY,ETD,5182,EY5182,ETD5182,starlux,jx,sjx,871,jx871,sjx871,,,,,
2026-09-07,scheduled,,,Farnborough,Europe/London,FAB,EGLF,,,,2026-09-07T08:00:00+00:00,2026-09-07T08:00:00+00:00,,,,Norwich International Airport,Europe/London,NWI,EGSH,,,,2026-09-07T08:43:00+00:00,,,,,,NetJets,1I,NJU,,1I,NJU,,,,,,,,,,,4082F2
2026-09-07,scheduled,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,1,130,,2026-09-07T11:20:00+00:00,2026-09-07T11:20:00+00:00,,2026-09-07T11:20:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-07T13:10:00+00:00,,,,,,United Airlines,UA,UAL,7567,UA7567,UAL7567,air china,ca,cca,1818,ca1818,cca1818,,,,,7803F8
2026-09-07,scheduled,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,1,130,,2026-09-07T11:20:00+00:00,2026-09-07T11:20:00+00:00,,2026-09-07T11:20:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-07T13:10:00+00:00,,,,,,Shandong Airlines,SC,CDG,5132,SC5132,CDG5132,air china,ca,cca,1818,ca1818,cca1818,,,,,7803F8
2026-09-07,scheduled,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,1,130,,2026-09-07T11:20:00+00:00,2026-09-07T11:20:00+00:00,,2026-09-07T11:20:00+00:00,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,,,2026-09-07T13:10:00+00:00,,,,,,Air Canada,AC,ACA,6621,AC6621,ACA6621,air china,ca,cca,1818,ca1818,cca1818,,,,,7803F8
2026-09-07,active,,,Chu-Bu Centrair International (Central Japan International),Asia/Tokyo,NGO,RJGG,1,4,,2026-09-07T10:05:00+00:00,2026-09-07T10:05:00+00:00,,2026-09-07T10:08:00+00:00,,Naha,Asia/Tokyo,OKA,ROAH,D,24,,2026-09-07T12:25:00+00:00,3.0,,,,,Jetstar,JQ,JST,381,JQ381,JST381,,,,,,,,,,,84C3FC
2026-09-07,scheduled,,,Lishe International Airport,Asia/Shanghai,NGB,ZSNB,1,106,,2026-09-07T15:45:00+00:00,2026-09-07T15:45:00+00:00,,,,Qingdao,Asia/Shanghai,TAO,ZSQD,T1,,12,2026-09-07T17:30:00+00:00,,,,,,Chengdu Airlines,EU,UEA,9087,EU9087,UEA9087,loong air,gj,cdc,8127,gj8127,cdc8127,,,,,7812B7
2026-09-07,scheduled,,,Auckland International,Pacific/Auckland,AKL,NZAA,I,9,,2026-09-07T15:15:00+00:00,2026-09-07T15:15:00+00:00,,2026-09-07T15:15:00+00:00,,Melbourne - Tullamarine Airport,Australia/Melbourne,MEL,YMML,2,18A,6,2026-09-07T17:25:00+00:00,,,,,,Air Tahiti Nui,TN,THT,1403,TN1403,THT1403,qantas,qf,qfa,156,qf156,qfa156,,,,,
2026-09-07,active,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,222,,2026-09-07T09:05:00+00:00,2026-09-07T09:05:00+00:00,,2026-09-07T09:17:00+00:00,,,,HSC,ZGSG,,,,2026-09-07T11:20:00+00:00,12.0,,,,,Sichuan Airlines,3U,CSC,7939,3U7939,CSC7939,chengdu airlines,eu,uea,2243,eu2243,uea2243,,,,,7810EC
