flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared,aircraft
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,55,,2026-07-02T09:20:00+00:00,2026-07-02T09:20:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,67,2026-07-02T11:30:00+00:00,20.0,,,,,Sichuan Airlines,3U,CSC,5185,3U5185,CSC5185,china eastern airlines,mu,ces,5321,mu5321,ces5321,,,,78066A,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,52,,2026-07-02T09:20:00+00:00,2026-07-02T09:20:00+00:00,2026-07-02T09:32:00+00:00,2026-07-02T09:32:00+00:00,2026-07-02T09:32:00+00:00,Aba Hongyuan Airport,,AHJ,ZUHY,,,,2026-07-02T10:25:00+00:00,12.0,,,,,Shenzhen Airlines,ZH,CSZ,4031,ZH4031,CSZ4031,air china,ca,cca,2535,ca2535,cca2535,,,,78027A,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,2026-07-02T11:50:00+00:00,13.0,2026-07-02T11:26:00+00:00,,,,Etihad Airways,EY,ETD,6048,EY6048,ETD6048,china eastern airlines,mu,ces,5442,mu5442,ces5442,,,,780B39,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,2026-07-02T11:50:00+00:00,13.0,2026-07-02T11:26:00+00:00,,,,Vietnam Airlines,VN,HVN,3535,VN3535,HVN3535,china eastern airlines,mu,ces,5442,mu5442,ces5442,,,,780B39,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,2026-07-02T11:50:00+00:00,13.0,2026-07-02T11:26:00+00:00,,,,Air France,AF,AFR,9286,AF9286,AFR9286,china eastern airlines,mu,ces,5442,mu5442,ces5442,,,,780B39,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,2026-07-02T11:50:00+00:00,13.0,2026-07-02T11:26:00+00:00,,,,Xiamen Air,MF,CXA,3820,MF3820,CXA3820,china eastern airlines,mu,ces,5442,mu5442,ces5442,,,,780B39,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,2026-07-02T11:50:00+00:00,13.0,2026-07-02T11:26:00+00:00,,,,China United Airlines,KN,CUA,6178,KN6178,CUA6178,china eastern airlines,mu,ces,5442,mu5442,ces5442,,,,780B39,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,44,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,2026-07-02T09:12:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,2026-07-02T11:50:00+00:00,13.0,2026-07-02T11:26:00+00:00,,,,Sichuan Airlines,3U,CSC,5232,3U5232,CSC5232,china eastern airlines,mu,ces,5442,mu5442,ces5442,,,,780B39,,
2026-07-02,active,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,128,,2026-07-02T09:00:00+00:00,2026-07-02T09:00:00+00:00,2026-07-02T09:06:00+00:00,2026-07-02T09:06:00+00:00,2026-07-02T09:06:00+00:00,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T11:45:00+00:00,7.0,2026-07-02T11:09:00+00:00,,,,China Eastern Airlines,MU,CES,8072,MU8072,CES8072,china united airlines,kn,cua,5160,kn5160,cua5160,,,,781676,,
2026-07-02,scheduled,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,G4B,,2026-07-02T08:15:00+00:00,2026-07-02T08:15:00+00:00,,,,Ordu Giresun Airport,,OGU,LTCB,,,,2026-07-02T10:00:00+00:00,,,,,,AJet,VF,TKJ,2848,VF2848,TKJ2848,,,,,,,,,,4BAA99,,
2026-07-02,scheduled,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,244,,2026-07-02T12:45:00+00:00,2026-07-02T12:45:00+00:00,,,,Lanzhou Zhongchuan Airport,,LHW,ZLLL,T3,,6,2026-07-02T14:20:00+00:00,,,,,,Air China,CA,CCA,3831,CA3831,CCA3831,shenzhen airlines,zh,csz,8441,zh8441,csz8441,,,,,,
2026-07-02,active,,Astana,Asia/Almaty,NQZ,UACC,2,,,2026-07-02T07:25:00+00:00,2026-07-02T07:25:00+00:00,,,,Uralsk / Podstepnyy,Asia/Oral,URA,UARR,,,,2026-07-02T08:50:00+00:00,14.0,,,,,FlyArystan,FS,AYN,7365,FS7365,AYN7365,,,,,,,,,,4CABFE,,
2026-07-02,scheduled,,Liupanshui Yuezhao Airport,,LPF,ZUPS,,,,2026-07-02T15:00:00+00:00,2026-07-02T15:00:00+00:00,,,,Wenzhou,Asia/Shanghai,WNZ,ZSWZ,,,,2026-07-02T17:35:00+00:00,,,,,,9 Air,AQ,JYH,1598,AQ1598,JYH1598,,,,,,,,,,,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,D67,,2026-07-02T11:05:00+00:00,2026-07-02T11:05:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,5,,2026-07-02T13:50:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4073,CZ4073,CSN4073,xiamen air,mf,cxa,8118,mf8118,cxa8118,,,,78184F,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,D67,,2026-07-02T11:05:00+00:00,2026-07-02T11:05:00+00:00,,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,5,,2026-07-02T13:50:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2280,3U2280,CSC2280,xiamen air,mf,cxa,8118,mf8118,cxa8118,,,,78184F,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C52,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B09,2026-07-02T13:00:00+00:00,,,,,,Etihad Airways,EY,ETD,5827,EY5827,ETD5827,china eastern airlines,mu,ces,5132,mu5132,ces5132,,,,781108,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C52,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B09,2026-07-02T13:00:00+00:00,,,,,,Xiamen Air,MF,CXA,3586,MF3586,CXA3586,china eastern airlines,mu,ces,5132,mu5132,ces5132,,,,781108,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C52,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B09,2026-07-02T13:00:00+00:00,,,,,,China United Airlines,KN,CUA,6130,KN6130,CUA6130,china eastern airlines,mu,ces,5132,mu5132,ces5132,,,,781108,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C52,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,,B09,2026-07-02T13:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1944,CZ1944,CSN1944,china eastern airlines,mu,ces,5132,mu5132,ces5132,,,,781108,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,B22,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,,,2026-07-02T14:25:00+00:00,,,,,,Sichuan Airlines,3U,CSC,1060,3U1060,CSC1060,china southern airlines,cz,csn,3168,cz3168,csn3168,,,,781937,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C54,,2026-07-02T10:55:00+00:00,2026-07-02T10:55:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,7,2026-07-02T12:45:00+00:00,,,,,,Etihad Airways,EY,ETD,5920,EY5920,ETD5920,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,7804B5,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C54,,2026-07-02T10:55:00+00:00,2026-07-02T10:55:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,7,2026-07-02T12:45:00+00:00,,,,,,Xiamen Air,MF,CXA,3458,MF3458,CXA3458,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,7804B5,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C54,,2026-07-02T10:55:00+00:00,2026-07-02T10:55:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,7,2026-07-02T12:45:00+00:00,,,,,,China United Airlines,KN,CUA,6104,KN6104,CUA6104,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,7804B5,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,C54,,2026-07-02T10:55:00+00:00,2026-07-02T10:55:00+00:00,,,,Nanjing Lukou International Airport,Asia/Shanghai,NKG,ZSNJ,2,,7,2026-07-02T12:45:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1961,CZ1961,CSN1961,china eastern airlines,mu,ces,2812,mu2812,ces2812,,,,7804B5,,
2026-07-02,scheduled,,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,,2026-07-02T09:30:00+00:00,2026-07-02T09:30:00+00:00,,,,Zurich,Europe/Zurich,ZRH,LSZH,,,,2026-07-02T09:54:00+00:00,,,,,,Swiss,LX,SWR,5069,LX5069,SWR5069,,,,,,,,,,4B1804,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T15:00:00+00:00,2026-07-02T15:00:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,T2,,3,2026-07-02T16:00:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4993,ZH4993,CSZ4993,air china,ca,cca,8683,ca8683,cca8683,,,,780B5D,,
2026-07-02,scheduled,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T15:00:00+00:00,2026-07-02T15:00:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,T2,,3,2026-07-02T16:00:00+00:00,,,,,,Shandong Airlines,SC,CDG,5743,SC5743,CDG5743,air china,ca,cca,8683,ca8683,cca8683,,,,780B5D,,
2026-07-02,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-07-02T13:50:00+00:00,2026-07-02T13:50:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,T2,,6,2026-07-02T15:50:00+00:00,,,,,,Xiamen Air,MF,CXA,4541,MF4541,CXA4541,sichuan airlines,3u,csc,3275,3u3275,csc3275,,,,780CE9,,
2026-07-02,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-07-02T13:50:00+00:00,2026-07-02T13:50:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,T2,,6,2026-07-02T15:50:00+00:00,,,,,,Loong Air,GJ,CDC,3279,GJ3279,CDC3279,sichuan airlines,3u,csc,3275,3u3275,csc3275,,,,780CE9,,
2026-07-02,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-07-02T13:50:00+00:00,2026-07-02T13:50:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,T2,,6,2026-07-02T15:50:00+00:00,,,,,,Chengdu Airlines,EU,UEA,7133,EU7133,UEA7133,sichuan airlines,3u,csc,3275,3u3275,csc3275,,,,780CE9,,
2026-07-02,scheduled,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-07-02T13:50:00+00:00,2026-07-02T13:50:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,T2,,6,2026-07-02T15:50:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4661,CZ4661,CSN4661,sichuan airlines,3u,csc,3275,3u3275,csc3275,,,,780CE9,,
2026-07-02,scheduled,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,B5-C,,2026-07-02T13:45:00+00:00,2026-07-02T13:45:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,,,6,2026-07-02T15:35:00+00:00,,,,,,Juneyao Air,HO,DKH,5614,HO5614,DKH5614,china eastern airlines,mu,ces,5543,mu5543,ces5543,,,,7805A4,,
2026-07-02,scheduled,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,B5-C,,2026-07-02T13:45:00+00:00,2026-07-02T13:45:00+00:00,,,,Yantai,Asia/Shanghai,YNT,ZSYT,,,6,2026-07-02T15:35:00+00:00,,,,,,Xiamen Air,MF,CXA,3883,MF3883,CXA3883,china eastern airlines,mu,ces,5543,mu5543,ces5543,,,,7805A4,,
2026-07-02,scheduled,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,8,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T13:50:00+00:00,,,,,,Saudia,SV,SVA,6038,SV6038,SVA6038,xiamen air,mf,cxa,8101,mf8101,cxa8101,,,,780D75,,
2026-07-02,scheduled,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,8,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T13:50:00+00:00,,,,,,KLM,KL,KLM,4261,KL4261,KLM4261,xiamen air,mf,cxa,8101,mf8101,cxa8101,,,,780D75,,
2026-07-02,scheduled,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,8,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T13:50:00+00:00,,,,,,Hebei Airlines,NS,HBH,8101,NS8101,HBH8101,xiamen air,mf,cxa,8101,mf8101,cxa8101,,,,780D75,,
2026-07-02,scheduled,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,8,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T13:50:00+00:00,,,,,,China Eastern Airlines,MU,CES,4716,MU4716,CES4716,xiamen air,mf,cxa,8101,mf8101,cxa8101,,,,780D75,,
2026-07-02,scheduled,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,8,,2026-07-02T11:00:00+00:00,2026-07-02T11:00:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-07-02T13:50:00+00:00,,,,,,Juneyao Air,HO,DKH,7020,HO7020,DKH7020,xiamen air,mf,cxa,8101,mf8101,cxa8101,,,,780D75,,
