flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-09-21,scheduled,,Chengjisihan Airport,,NZL,ZBZL,,,,2026-09-21T14:45:00+00:00,2026-09-21T14:45:00+00:00,,,,Hohhot,Asia/Shanghai,HET,ZBHH,,,,2026-09-21T17:00:00+00:00,,,,,,Tian Jiao Airlines,9D,NMG,5690,9D5690,NMG5690,,,,,782020,,,,,,,
2026-09-21,scheduled,,Chengjisihan Airport,,NZL,ZBZL,,3,0.0,2026-09-21T10:50:00+00:00,2026-09-21T10:50:00+00:00,,2026-09-21T10:50:00+00:00,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,26,2026-09-21T13:00:00+00:00,,,,,,Xiamen Air,MF,CXA,7087,MF7087,CXA7087,,,,,781037,hebei airlines,ns,hbh,8026,ns8026,hbh8026,
2026-09-21,scheduled,,Chengjisihan Airport,,NZL,ZBZL,,3,0.0,2026-09-21T10:50:00+00:00,2026-09-21T10:50:00+00:00,,2026-09-21T10:50:00+00:00,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,26,2026-09-21T13:00:00+00:00,,,,,,Jiangxi Air,RY,CJX,2088,RY2088,CJX2088,,,,,781037,hebei airlines,ns,hbh,8026,ns8026,hbh8026,
2026-09-21,scheduled,,Chengjisihan Airport,,NZL,ZBZL,,3,0.0,2026-09-21T10:50:00+00:00,2026-09-21T10:50:00+00:00,,2026-09-21T10:50:00+00:00,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,26,2026-09-21T13:00:00+00:00,,,,,,China Southern Airlines,CZ,CSN,1483,CZ1483,CSN1483,,,,,781037,hebei airlines,ns,hbh,8026,ns8026,hbh8026,
2026-09-21,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,351,0.0,2026-09-21T10:55:00+00:00,2026-09-21T10:55:00+00:00,,2026-09-21T10:55:00+00:00,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-09-21T13:00:00+00:00,,,,,,Xiamen Air,MF,CXA,3284,MF3284,CXA3284,,,,,780EE3,china eastern airlines,mu,ces,2478,mu2478,ces2478,
2026-09-21,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,320,0.0,2026-09-21T10:55:00+00:00,2026-09-21T10:55:00+00:00,,2026-09-21T10:55:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,21,2026-09-21T12:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,1738,ZH1738,CSZ1738,,,,,78063A,air china,ca,cca,1738,ca1738,cca1738,
2026-09-21,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,320,0.0,2026-09-21T10:55:00+00:00,2026-09-21T10:55:00+00:00,,2026-09-21T10:55:00+00:00,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,21,2026-09-21T12:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,5617,SC5617,CDG5617,,,,,78063A,air china,ca,cca,1738,ca1738,cca1738,
2026-09-21,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,349,,2026-09-21T10:50:00+00:00,2026-09-21T10:50:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-09-21T13:25:00+00:00,,,,,,Qingdao Airlines,QW,QDA,6078,QW6078,QDA6078,,,,,,sichuan airlines,3u,csc,3272,3u3272,csc3272,
2026-09-21,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,349,,2026-09-21T10:50:00+00:00,2026-09-21T10:50:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-09-21T13:25:00+00:00,,,,,,Xiamen Air,MF,CXA,4540,MF4540,CXA4540,,,,,,sichuan airlines,3u,csc,3272,3u3272,csc3272,
2026-09-21,scheduled,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,T3,349,,2026-09-21T10:50:00+00:00,2026-09-21T10:50:00+00:00,,,,Xianyang,Asia/Shanghai,XIY,ZLXY,5,,,2026-09-21T13:25:00+00:00,,,,,,Loong Air,GJ,CDC,3278,GJ3278,CDC3278,,,,,,sichuan airlines,3u,csc,3272,3u3272,csc3272,
