flight_date,flight_status,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,aircraft
2026-06-08,scheduled,,Tennant Creek,Australia/Darwin,TCA,YTNK,,,32.0,2026-06-08T09:40:00+00:00,2026-06-08T09:40:00+00:00,2026-06-07T10:21:00+00:00,2026-06-07T10:21:00+00:00,2026-06-07T10:21:00+00:00,Alice Springs,Australia/Darwin,ASP,YBAS,,,,2026-06-07T10:47:00+00:00,32.0,2026-06-07T11:19:00+00:00,,,,empty,,,,,,,,,,7C1C44,,,,,,,
2026-06-07,scheduled,,Lüliang Airport,,LLV,ZBLL,,,,2026-06-07T16:55:00+00:00,2026-06-07T16:55:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,,2026-06-07T18:55:00+00:00,,,,,,Chengdu Airlines,EU,UEA,1847,EU1847,UEA1847,,,,,78184B,,,,,,,
2026-06-07,scheduled,,Lüliang Airport,,LLV,ZBLL,,,,2026-06-07T16:55:00+00:00,2026-06-07T16:55:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,,2026-06-07T18:55:00+00:00,,,,,,Tibet Airlines,TV,TBA,5023,TV5023,TBA5023,,,,,78184B,chengdu airlines,eu,uea,1847,eu1847,uea1847,
2026-06-07,scheduled,,Lüliang Airport,,LLV,ZBLL,,,,2026-06-07T16:55:00+00:00,2026-06-07T16:55:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,,2026-06-07T18:55:00+00:00,,,,,,Loong Air,GJ,CDC,5023,GJ5023,CDC5023,,,,,78184B,chengdu airlines,eu,uea,1847,eu1847,uea1847,
2026-06-07,scheduled,,Lüliang Airport,,LLV,ZBLL,,,,2026-06-07T16:55:00+00:00,2026-06-07T16:55:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,,2026-06-07T18:55:00+00:00,,,,,,China Southern Airlines,CZ,CSN,9253,CZ9253,CSN9253,,,,,78184B,chengdu airlines,eu,uea,1847,eu1847,uea1847,
2026-06-07,scheduled,,Lüliang Airport,,LLV,ZBLL,,,,2026-06-07T16:55:00+00:00,2026-06-07T16:55:00+00:00,,,,Shenyang,Asia/Shanghai,SHE,ZYTX,T3,,,2026-06-07T18:55:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5515,3U5515,CSC5515,,,,,78184B,chengdu airlines,eu,uea,1847,eu1847,uea1847,
2026-06-07,scheduled,,Kishangarh Airport,,KQH,VIKG,,,,2026-06-07T14:30:00+00:00,2026-06-07T14:30:00+00:00,,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,,2026-06-07T16:15:00+00:00,,,,,,Star Air,S5,SDG,201,S5201,SDG201,,,,,,,,,,,,
2026-06-07,scheduled,,Batang,Asia/Shanghai,YUS,ZLYS,,"2,3",,2026-06-07T17:00:00+00:00,2026-06-07T17:00:00+00:00,,,,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2026-06-07T18:10:00+00:00,,,,,,Tibet Airlines,TV,TBA,9868,TV9868,TBA9868,,,,,7811DC,,,,,,,
2026-06-07,scheduled,,Batang,Asia/Shanghai,YUS,ZLYS,,"2,3",,2026-06-07T17:00:00+00:00,2026-06-07T17:00:00+00:00,,,,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2026-06-07T18:10:00+00:00,,,,,,Kunming Airlines,KY,KNA,6640,KY6640,KNA6640,,,,,7811DC,tibet airlines,tv,tba,9868,tv9868,tba9868,
2026-06-07,scheduled,,Batang,Asia/Shanghai,YUS,ZLYS,,"2,3",,2026-06-07T17:00:00+00:00,2026-06-07T17:00:00+00:00,,,,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2026-06-07T18:10:00+00:00,,,,,,Loong Air,GJ,CDC,5434,GJ5434,CDC5434,,,,,7811DC,tibet airlines,tv,tba,9868,tv9868,tba9868,
2026-06-07,scheduled,,Batang,Asia/Shanghai,YUS,ZLYS,,"2,3",,2026-06-07T17:00:00+00:00,2026-06-07T17:00:00+00:00,,,,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2026-06-07T18:10:00+00:00,,,,,,Chengdu Airlines,EU,UEA,7792,EU7792,UEA7792,,,,,7811DC,tibet airlines,tv,tba,9868,tv9868,tba9868,
